1.0573E+17,322329899,y,self-disclosure,other,n,victim,none
1.07689E+17,185389094,y,self-disclosure,other,n,defender,empathy
1.08655E+17,361869056,n,NA,NA,NA,NA,NA
1.02206E+17,226320672,n,NA,NA,NA,NA,NA
1.02779E+17,297557032,n,NA,NA,NA,NA,NA
1.08677E+17,157724561,n,NA,NA,NA,NA,NA
1.08901E+17,91457415,n,NA,NA,NA,NA,NA
1.03912E+17,197614459,n,NA,NA,NA,NA,NA
1.0659E+17,62179998,n,NA,NA,NA,NA,NA
1.09034E+17,177913822,n,NA,NA,NA,NA,NA
1.02533E+17,70412906,y,report,other,n,reporter,none
1.03441E+17,221102655,y,self-disclosure,other,y,victim,none
1.01786E+17,57086793,n,NA,NA,NA,NA,NA
1.03666E+17,342437494,n,NA,NA,NA,NA,NA
1.03679E+17,11363462,n,NA,NA,NA,NA,NA
1.03971E+17,175268451,n,NA,NA,NA,NA,NA
1.04136E+17,146960481,n,NA,NA,NA,NA,NA
1.05202E+17,293593896,n,NA,NA,NA,NA,NA
1.07279E+17,150964152,n,NA,NA,NA,NA,NA
1.07479E+17,360086723,n,NA,NA,NA,NA,NA
1.08549E+17,235277897,y,report,other,n,reporter,anger
1.01775E+17,31434104,y,cyberbullying,cyberbullying,n,bully,none
1.03471E+17,219025244,n,NA,NA,NA,NA,NA
1.03557E+17,207378439,y,self-disclosure,other,n,victim,none
1.06841E+17,244569315,n,NA,NA,NA,NA,NA
1.01325E+17,210803457,y,report,other,n,reporter,none
1.05799E+17,264606687,n,NA,NA,NA,NA,NA
1.01929E+17,221791384,n,NA,NA,NA,NA,NA
1.0193E+17,338864860,n,NA,NA,NA,NA,NA
1.03503E+17,24170927,n,NA,NA,NA,NA,NA
1.03939E+17,86815267,n,NA,NA,NA,NA,NA
1.01885E+17,53301091,n,NA,NA,NA,NA,NA
1.0283E+17,90055203,n,NA,NA,NA,NA,NA
1.05464E+17,240501669,n,NA,NA,NA,NA,NA
1.01496E+17,331380807,y,self-disclosure,other,y,bully,none
1.01822E+17,322705559,n,NA,NA,NA,NA,NA
1.04353E+17,155455921,y,self-disclosure,other,n,victim,anger
1.0615E+17,61120235,n,NA,NA,NA,NA,NA
1.0645E+17,16813960,n,NA,NA,NA,NA,NA
1.08121E+17,44528374,n,NA,NA,NA,NA,NA
1.08219E+17,169260909,n,NA,NA,NA,NA,NA
1.01406E+17,15900909,n,NA,NA,NA,NA,NA
1.03925E+17,14721679,y,self-disclosure,other,n,victim,none
1.0583E+17,92643652,n,NA,NA,NA,NA,NA
1.08155E+17,17199808,n,NA,NA,NA,NA,NA
1.08341E+17,27383561,y,self-disclosure,other,n,bully,none
1.01471E+17,267800315,n,NA,NA,NA,NA,NA
1.02904E+17,90518694,y,report,cyberbullying,n,reporter,none
1.03942E+17,273744352,n,NA,NA,NA,NA,NA
1.04941E+17,40004611,n,NA,NA,NA,NA,NA
1.06149E+17,147022022,n,NA,NA,NA,NA,NA
1.06585E+17,361673222,y,self-disclosure,other,n,victim,none
1.00689E+17,181218735,n,NA,NA,NA,NA,NA
1.01677E+17,322988853,n,NA,NA,NA,NA,NA
1.04295E+17,233093898,n,NA,NA,NA,NA,NA
1.07231E+17,56272325,n,NA,NA,NA,NA,NA
1.05058E+17,48715116,n,NA,NA,NA,NA,NA
1.00994E+17,235740563,n,NA,NA,NA,NA,NA
1.01344E+17,52085663,n,NA,NA,NA,NA,NA
1.09076E+17,15231049,n,NA,NA,NA,NA,NA
1.00302E+17,251754874,n,NA,NA,NA,NA,NA
1.01509E+17,51431810,y,accusation,other,n,accuser,none
1.02197E+17,275784822,y,report,other,n,reporter,none
1.04172E+17,109381827,n,NA,NA,NA,NA,NA
1.042E+17,1380901,n,NA,NA,NA,NA,NA
1.05267E+17,107882326,n,NA,NA,NA,NA,NA
1.07852E+17,114062784,y,report,other,n,reporter,anger
1.01371E+17,175925194,n,NA,NA,NA,NA,NA
1.04563E+17,119585360,n,NA,NA,NA,NA,NA
1.06006E+17,240649584,n,NA,NA,NA,NA,NA
1.06879E+17,290573230,n,NA,NA,NA,NA,NA
1.09004E+17,335990854,n,NA,NA,NA,NA,NA
1.00335E+17,126301524,y,denial,other,n,bully,none
1.07586E+17,328595277,n,NA,NA,NA,NA,NA
1.08324E+17,36979072,n,NA,NA,NA,NA,NA
1.00255E+17,108461242,n,NA,NA,NA,NA,NA
1.01885E+17,82011558,n,NA,NA,NA,NA,NA
1.02224E+17,68733084,n,NA,NA,NA,NA,NA
1.02073E+17,237502177,n,NA,NA,NA,NA,NA
1.0421E+17,97348344,n,NA,NA,NA,NA,NA
1.04855E+17,335111170,n,NA,NA,NA,NA,NA
1.08765E+17,285461140,y,accusation,other,n,accuser,none
1.00977E+17,87483616,n,NA,NA,NA,NA,NA
1.01529E+17,69469872,n,NA,NA,NA,NA,NA
1.03865E+17,69307249,n,NA,NA,NA,NA,NA
1.04075E+17,232599037,y,self-disclosure,other,n,victim,anger
1.04827E+17,94912172,n,NA,NA,NA,NA,NA
1.06627E+17,191774742,n,NA,NA,NA,NA,NA
1.08042E+17,181463343,y,self-disclosure,other,y,victim,none
1.0857E+17,87764203,n,NA,NA,NA,NA,NA
1.01393E+17,19300536,n,NA,NA,NA,NA,NA
1.03159E+17,86270309,n,NA,NA,NA,NA,NA
1.02151E+17,59330478,n,NA,NA,NA,NA,NA
1.04029E+17,313424053,y,self-disclosure,other,n,defender,none
1.06123E+17,151995997,n,NA,NA,NA,NA,NA
1.06303E+17,269095847,n,NA,NA,NA,NA,NA
1.08467E+17,74992098,n,NA,NA,NA,NA,NA
1.08906E+17,247807726,n,NA,NA,NA,NA,NA
1.09046E+17,248413859,n,NA,NA,NA,NA,NA
1.02457E+17,196318040,n,NA,NA,NA,NA,NA
1.0439E+17,53057964,n,NA,NA,NA,NA,NA
1.04763E+17,274636968,y,accusation,other,n,accuser,none
1.06037E+17,10088582,n,NA,NA,NA,NA,NA
1.08967E+17,14136089,n,NA,NA,NA,NA,NA
1.02514E+17,228305170,n,NA,NA,NA,NA,NA
1.05988E+17,103101931,n,NA,NA,NA,NA,NA
1.06366E+17,164811132,n,NA,NA,NA,NA,NA
1.08161E+17,224619837,y,report,other,n,reporter,none
1.09032E+17,112493012,n,NA,NA,NA,NA,NA
1.0039E+17,333576880,n,NA,NA,NA,NA,NA
1.00968E+17,261421709,n,NA,NA,NA,NA,NA
1.03656E+17,40430822,n,NA,NA,NA,NA,NA
1.05689E+17,96792102,y,report,other,n,reporter,none
1.07232E+17,291789760,n,NA,NA,NA,NA,NA
1.08149E+17,122826164,n,NA,NA,NA,NA,NA
1.0855E+17,61734729,n,NA,NA,NA,NA,NA
1.01373E+17,270055397,n,NA,NA,NA,NA,NA
1.07259E+17,201036826,y,report,other,n,reporter,none
1.00075E+17,98596937,n,NA,NA,NA,NA,NA
1.00348E+17,17531739,n,NA,NA,NA,NA,NA
1.05791E+17,165142562,n,NA,NA,NA,NA,NA
1.05946E+17,20151008,y,accusation,other,n,accuser,anger
1.08069E+17,101243394,n,NA,NA,NA,NA,NA
1.08322E+17,325103066,n,NA,NA,NA,NA,NA
1.08659E+17,110786708,n,NA,NA,NA,NA,NA
1.02157E+17,140507350,n,NA,NA,NA,NA,NA
1.05993E+17,12834972,n,NA,NA,NA,NA,NA
1.06801E+17,302116139,n,NA,NA,NA,NA,NA
1.07988E+17,89540428,n,NA,NA,NA,NA,NA
1.06167E+17,182229724,n,NA,NA,NA,NA,NA
1.08924E+17,161030937,n,NA,NA,NA,NA,NA
1.08958E+17,20518312,n,NA,NA,NA,NA,NA
1.03054E+17,22076089,y,report,other,n,reporter,none
1.06028E+17,201245718,n,NA,NA,NA,NA,NA
1.02571E+17,236652028,n,NA,NA,NA,NA,NA
1.05048E+17,338866546,n,NA,NA,NA,NA,NA
1.02433E+17,53593788,y,self-disclosure,other,n,victim,sadness
1.04757E+17,90347854,n,NA,NA,NA,NA,NA
1.08734E+17,160762953,n,NA,NA,NA,NA,NA
1.08975E+17,306973756,n,NA,NA,NA,NA,NA
1.00125E+17,207145027,y,report,cyberbullying,n,reporter,none
1.01351E+17,217512290,n,NA,NA,NA,NA,NA
1.0144E+17,85625386,n,NA,NA,NA,NA,NA
1.01659E+17,207773364,y,self-disclosure,other,n,defender,none
1.02995E+17,133382210,n,NA,NA,NA,NA,NA
1.03257E+17,327761248,y,self-disclosure,other,n,victim,none
1.04181E+17,89790939,y,self-disclosure,other,n,victim,none
1.04768E+17,102100345,n,NA,NA,NA,NA,NA
1.05478E+17,138230701,n,NA,NA,NA,NA,NA
1.07987E+17,158566267,n,NA,NA,NA,NA,NA
1.02821E+17,223852913,y,accusation,other,y,accuser,none
1.08342E+17,258096726,n,NA,NA,NA,NA,NA
1.08765E+17,39955613,n,NA,NA,NA,NA,NA
1.00279E+17,22147602,n,NA,NA,NA,NA,NA
1.01491E+17,279702272,n,NA,NA,NA,NA,NA
1.0424E+17,283175818,n,NA,NA,NA,NA,NA
1.04678E+17,81249556,n,NA,NA,NA,NA,NA
1.06719E+17,280897988,n,NA,NA,NA,NA,NA
